idx,title,text,rating,true,pred,correct,emotion,raw,nrc_emotion,nrc_score,llm_emotion_clean
110,Giftable but not easy to add to wallet.,It is not easy to use. I cannot add to my Google wallet. So I would avoid it.,3.0,NEUTRAL,NEGATIVE,False,anger,"{""sentiment"":""NEGATIVE"",""emotion"":""anger""}",fear,1,anger
111,amount balance,Easy to use,5.0,POSITIVE,POSITIVE,True,trust,"{""sentiment"": ""POSITIVE"", ""emotion"": ""trust""}",,0,trust
112,gift card,Because I think the description of the product was wrong I am not sure either of the people I bought these gift cards for have an Amazon account,3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",anticipation,1,sadness
113,cute container,The cupcake holder for the gift card really added to the appeal of the card!,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,2,joy
114,gross USED gift card,The carboard the card was attached to was ripped and the card definitely has swipe marks.  Not exactly what you want in something you are planning on giving as a gift.,1.0,NEGATIVE,NEGATIVE,True,disgust,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""disgust""}",anticipation,2,disgust
115,Easy Peasy,Very easy to add money to my account and I got a bonus for doing so.,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,2,joy
116,"Arrived heavily dent, feel embarrassed to gift away","Arrived heavily dent, feel embarrassed to gift away",3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",anticipation,1,sadness
117,Five Stars,Awesome gift package for the price! Definitely recommend in a pinch!!!!,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,1,joy
118,Old glue caused the card to detach,The Actual card came detached from the cardboard.  Old glue maybe?,3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",,0,sadness
119,Nice,Perfect as a gift for a graduate.,3.0,NEUTRAL,POSITIVE,False,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,2,joy
120,Paper gift card,"Beautiful box, but paper gift card inside box looked like it had been folded in half.",3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",joy,2,sadness
121,Disappointed,"I ordered a gift card with a father's day card attached, and the envelope came sealed so I couldn't use it, and the card has a tear on the inside. Very disappointing considering it is a Father's Day gift!",2.0,NEGATIVE,NEGATIVE,True,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",anticipation,2,sadness
122,Easy to give someone you care about,Was a birthday present for my new son-in-law. He was really appreciated it.,3.0,NEUTRAL,POSITIVE,False,joy,"{""sentiment"":""POSITIVE"",""emotion"":""joy""}",anticipation,2,joy
123,Tricky Checkout,I purchase this by accident.  Be careful when you order anything from Amazon.  Check out is a little tricky.,3.0,NEUTRAL,NEGATIVE,False,surprise,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""surprise""}",fear,1,surprise
124,Step Father's Gift Cards Stolen,"I have purchased so many gift cards over the years and now the one thing has happened that always makes me think twice about ordering gift cards. The $50 gift card that I purchased for my Step Father was stolen out of his car. Unfortunately, he had all 3 gift cards (2 thru Amazon & 1 directly from Olive Garden) he received as presents for his birthday in the same place & all were taken.  I feel really bad, but I don't think there is anything that can be done.",1.0,NEGATIVE,NEGATIVE,True,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",joy,6,sadness
125,It's a gift card,It's a gift card...don't understand why you are charged an activation fee...other sites have them without one,3.0,NEUTRAL,NEGATIVE,False,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anger,1,anger
126,It worked!,I tried to buy off microsoft store but it wasn't accepting my card. I bought this through amazon and it worked,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,1,joy
127,Totally worth the $25,"You want me to write a review for this? Ok. I really wanted $26 but got the $25 I was told I would get if I spent $25 on it. Oh well. I guy can hope. The real question is if it worked at the restaurant or not. It was a gift for someone else so as far as I'm concerned, A+ on my end.",5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,2,joy
128,****BIG SCAM*** DONT BUY****,Not working at any of the stores mentioned. Cannot reach Customer Support. Gift card is not returnable at Amazon.<br /><br />BIG SCAM....stay away from buying this card.,1.0,NEGATIVE,NEGATIVE,True,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anticipation,1,anger
129,How to use and redeem,"I do not understand how this works, confusing to me.",3.0,NEUTRAL,NEGATIVE,False,anger,"We need to output JSON with sentiment and emotion. Review: ""I do not understand how this works, confusing to me."" This is negative sentiment. Emotion: confusion is not in list, but closest is sadness? Or maybe fear? Actually confusion often relates to frustration, but primary emotion could be sadness or anger? Let's think. The user expresses confusion, which is a cognitive state. In terms of basic emotions, confusion might be associated with surprise or fear? But the list includes anticipation, etc. Typically confusion is not an emotion but a state. However, we need to pick one. The sentiment is clearly negative. For emotion, ""confusing"" might lead to frustration, which is anger. But the text says ""I do not understand"" - that could be sadness or fear? Let's see common emotion classification: confusion often maps to surprise or fear. But given the options, I'd choose ""sadness"" as a safe negative emotion? Or ""anger"" because frustration. Let's analyze: The customer is expressing difficulty, not strong anger. It's more like disappointment or frustration. I think ""sadness"" is not accurate. ""Fear"" of not being able to use? Possibly. But the dominant emotion is confusion, which is not in the list. We need to pick the closest. In many sentiment analysis tasks, confusion is often categorized as negative with emotion ""fear"" or ""sadness"". However, I recall that in some emotion models, confusion is related to ""surprise"" because it's a state of uncertainty. But surprise can be positive or negative. Here it's negative. Let's see the instruction: ""single dominant emotion expressed"". The text explicitly says ""confusing to me"". That is the emotion. Since ""confusion"" is not an option, we need to choose the best fit. I think ""fear"" might be appropriate because confusion can lead to anxiety. But ""sadness"" is also possible. Let's think of common sense: If someone says ""I don't understand how this works, confusing to me"", they are likely frustrated. Frustration is a form of anger. So I'll go with ""anger"". But is that too strong? The tone is mild. Alternatively, ""sadness"" because they are disappointed. Hmm.

Let's check the list: anger, anticipation, disgust, fear, joy, sadness, surprise, trust. Confusion is not there. In many emotion taxonomies, confusion is a cognitive state, not a basic emotion. But we have to pick one. I think the most common mapping in such tasks is to choose ""fear"" because confusion often involves uncertainty and anxiety. But I'm not sure.

Let's see the review: ""I do not understand how this works, confusing to me."" It's a statement of lack of understanding. The sentiment is negative. The emotion could be ""sadness"" because they are expressing a negative reaction. But ""sadness"" implies sorrow, which is not directly expressed. ""Anger"" implies frustration, which is plausible. ""Fear"" implies anxiety, also plausible. ""Surprise"" implies unexpectedness, not really.

I'll go with ""sadness"" as a general negative emotion? Actually, in many sentiment analysis datasets, confusion is often labeled as ""negative"" with emotion ""fear"" or ""sadness"". Let's think of a typical user: They are confused, so they might feel frustrated (anger) or helpless (sadness). I think ""anger"" is more common for frustration. But the word ""confusing"" is not aggressive. I'll choose ""sadness"" because it's a mild negative emotion. However, let's see the instruction: ""single dominant emotion expressed"". The dominant emotion is confusion, which is not in the list. So we need to pick the closest. I'll pick ""fear"" because confusion can lead to fear of using incorrectly. But that's a stretch.

Maybe we can consider that the review is neutral? No, it's clearly negative.

Let's search memory: In some emotion classification tasks, confusion is often mapped to ""surprise"" because it's a state of being puzzled. But surprise is usually short-lived. Here it's a persistent state. I think ""sadness"" is safer.

I'll go with ""sadness"" for emotion. But let's double-check: The review says ""I do not understand how this works, confusing to me."" That is a complaint. The emotion is likely frustration, which is anger. I'll choose ""anger"" because frustration is a form of anger. However, the intensity is low. But the list doesn't have ""frustration"", so anger is the closest.

I'll decide: sentiment NEGATIVE, emotion anger.

But wait, the instruction says ""single dominant emotion"". If the person is confused, they might not be angry. They might just be perplexed. Perplexity is closer to surprise? Actually",,0,anger
130,Five Stars,Pretty easy way to spend thx,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,1,joy
131,Love my knives,It is very sharp!,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",,0,joy
132,Was Gauranteed two day delivery. Then received messaged it ...,Was Gauranteed two day delivery.  Then received messaged it was delayed and I should receive in 1-2 more days.  Now it's been four days and still no gift card!  And now I do not have it for when I needed it.,1.0,NEGATIVE,NEGATIVE,True,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anticipation,2,anger
133,Penguin Card Holder,"Adorable card holder, cuter than I expected",5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,1,joy
134,Verify everything.,"Ordered a few of these last Christmas. One came loaded, the other did not. Niece brought the matter up at a family get together. You can imagine my embarrassment. Bezos got my money and I got a red face. Nice.......",1.0,NEGATIVE,NEGATIVE,True,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",surprise,2,sadness
135,Three Stars,ok as promised,3.0,NEUTRAL,NEUTRAL,True,trust,"{""sentiment"": ""NEUTRAL"", ""emotion"": ""trust""}",,0,trust
136,Great idea for a gift,Lightning deal.  Delicious ice cream combos made right before your eyes.,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",joy,3,joy
137,Great gifts!,"My daughter's birthday was the 19th, so I bought her a $50 Amazon gift card.  My birthday was the 23rd and she bought me a $50 Amazon gift card!  We both love getting these as we are frequent customers of Amazon, they have everything you need.",5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",joy,5,joy
138,Had trouble with every purchase,"Not sure why, but had trouble everywhere I used this card. It worked eventually but I used it a total of 3 places and not a single transaction was straightforward.  I had to return an item that I'd initially purchased with this card and it took about 3 days for the return to post back to the card.",3.0,NEUTRAL,NEGATIVE,False,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",trust,2,anger
139,Elegant box,Loved the gifty card box. Very elegant.,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",joy,1,joy
140,the survey was a bit misleading.,the survey was a bit misleading. I was under the impression that by doing the survey I received a gift card,3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",anger,1,sadness
141,Not great,Not great,3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",,0,sadness
142,Always on time,Makes everything better when you see that item you want,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"":""POSITIVE"",""emotion"":""joy""}",,0,joy
143,Five Stars,Perfect present for college bound grandchild.,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,2,joy
144,ACTIVATE MY RECENT PURCHASE OF AMAZON GIFT CARD WORTH OF $2000,I've an Amazon gift card which was ordered through my account. But I cannot use the Gift Card and it is saying to activate the Amazon Gift Card. Please activate my Gift Card.,1.0,NEGATIVE,NEGATIVE,True,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anticipation,4,anger
145,Directions in wrong place,"Nice size and shape. Can easily be added to a holiday card. BUT … The directions for cashing in the gift card are written on the ugly, protective plastic wrapper. The wrapper is removed before giving the gift card so the recipient doesn’t get the directions!!!  The directions for cashing-in the gift card should be written in the decorative cover — not on the disposable wrapper. AND … The directions are wrong!!!  All you need to do is log onto your Amazon account and click on the “Gift Card” tab. Then select “redeem.”  This information should be included on the card-sleeve.",3.0,NEUTRAL,NEGATIVE,False,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anticipation,6,anger
146,Lo recomiendo.,Excelente.,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",,0,joy
147,Card did not work,Somehow the card number was taken and used when my son went to use it the card had a 0 balance and was used to purchase google play 7x in a row. I contacted Amazon customer service and said I would have a refund in 3-5 business days and it’s been over a week and no refund.,1.0,NEGATIVE,NEGATIVE,True,anger,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""anger""}",anger,1,anger
148,Gift card undelivabe,"I wanted my gift card to go family in Italy, but I was not able to have it shipped there for some reason was on your undelivable site.<br />Very disappointed",3.0,NEUTRAL,NEGATIVE,False,sadness,"{""sentiment"": ""NEGATIVE"", ""emotion"": ""sadness""}",anger,1,sadness
149,Such a great gift card tin,Such a great gift card tin! Amazon gift cards are always well received-everyone loves them! Makes gift shopping so easy!!,5.0,POSITIVE,POSITIVE,True,joy,"{""sentiment"": ""POSITIVE"", ""emotion"": ""joy""}",anticipation,4,joy
